battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1077,1,2.5,0,13.0,1,49,0.6,131,4,14.0,334.0,1079,3454,17,11.0,2,1,0,1,3
848,1,2.1,1,10.0,1,19,0.8,148,7,18.0,176.0,1029,3359,10,2.0,14,1,0,0,2
1938,1,0.5,1,5.0,0,44,0.5,121,2,9.0,1299.0,1935,3497,18,10.0,18,0,1,0,3
1179,1,0.8,0,1.0,0,5,0.9,154,5,17.0,913.0,1429,543,8,7.0,18,0,0,1,0
1557,0,2.8,1,16.0,0,2,0.1,123,5,20.0,1107.0,1442,2690,18,16.0,9,0,0,1,3
504,1,0.5,1,2.0,1,46,0.9,172,5,14.0,280.0,1795,2085,13,5.0,8,1,0,0,1
603,1,2.5,1,3.0,0,35,0.7,126,3,16.0,692.0,1057,3703,13,1.0,9,0,0,1,3
558,1,2.8,0,1.0,1,49,0.8,142,5,4.0,997.0,1605,392,10,5.0,8,1,1,1,0
1497,1,0.7,0,5.0,0,32,0.7,92,3,9.0,1920.0,1933,1329,6,1.0,7,1,1,0,2
1617,1,1.3,1,3.0,1,30,0.7,105,2,4.0,246.0,1038,829,9,1.0,10,1,0,0,0
1564,0,1.5,1,1.0,0,42,0.7,108,2,2.0,1619.0,1962,3376,7,8.0,7,0,1,0,3
1559,1,1.3,1,10.0,1,10,0.3,114,8,17.0,117.0,681,2203,7,5.0,15,1,1,1,1
860,1,1.3,1,8.0,1,40,0.7,170,3,13.0,1573.0,1581,2832,13,7.0,20,1,1,1,2
608,1,0.5,1,9.0,0,64,0.9,94,4,17.0,4.0,1351,2517,16,8.0,7,1,1,1,1
772,1,1.2,1,7.0,1,8,0.6,134,7,8.0,552.0,1802,422,7,6.0,15,1,0,0,0
797,1,2.9,1,4.0,0,38,0.5,90,4,6.0,763.0,1413,590,9,2.0,6,0,1,0,0
1864,0,2.2,0,5.0,1,7,0.1,142,1,2.0,225.0,1545,2258,10,1.0,10,1,0,0,2
1631,0,0.5,0,2.0,1,13,0.5,166,2,16.0,960.0,1735,2173,12,3.0,8,1,1,0,2
510,0,2.6,0,5.0,0,33,0.1,110,6,10.0,1052.0,1897,1693,6,2.0,5,0,1,0,1
1485,1,0.9,1,6.0,1,28,0.8,158,5,1.0,371.0,1023,3241,14,11.0,11,1,1,0,3
914,1,0.5,0,13.0,1,26,0.7,147,4,20.0,706.0,721,1122,12,9.0,2,1,1,1,0
771,0,2.9,0,2.0,0,62,0.7,106,1,8.0,1709.0,1781,1628,9,3.0,6,0,1,0,1
1720,0,1.6,0,5.0,1,2,0.8,188,5,20.0,334.0,896,2522,10,5.0,2,1,0,1,2
1966,1,1.4,1,2.0,0,40,0.9,185,8,18.0,1197.0,1987,1185,11,2.0,20,0,1,0,2
796,0,0.5,0,2.0,0,12,0.5,114,1,8.0,174.0,518,1075,7,3.0,2,0,1,0,0
1576,0,2.6,0,7.0,0,58,0.2,90,3,16.0,400.0,631,336,14,8.0,13,1,1,1,0
1522,0,2.2,0,4.0,0,21,0.7,162,6,11.0,533.0,1696,3767,15,9.0,16,0,0,1,3
775,1,2.5,1,1.0,1,10,0.1,185,7,14.0,444.0,1555,1719,19,3.0,18,1,1,1,1
1566,1,0.5,1,11.0,0,20,0.5,126,2,13.0,1603.0,1930,659,14,9.0,13,1,1,1,1
1661,0,1.9,1,5.0,0,23,1.0,172,5,10.0,846.0,1634,2676,12,6.0,11,0,1,1,3
1476,0,0.5,0,8.0,1,43,0.7,148,2,2.0,1789.0,1972,3644,15,10.0,6,1,0,1,3
1604,0,1.2,0,1.0,0,6,0.5,191,6,15.0,68.0,1042,3564,7,2.0,2,1,1,0,3
659,0,2.7,0,6.0,1,6,0.5,110,3,7.0,1054.0,1929,2044,15,5.0,2,1,0,1,1
1900,1,2.3,0,1.0,1,18,0.2,89,7,9.0,1055.0,1661,2871,12,1.0,13,1,1,1,3
1528,0,2.4,0,2.0,0,37,0.2,156,8,3.0,306.0,564,733,15,10.0,14,1,1,0,0
523,0,2.6,1,1.0,0,14,0.1,155,8,2.0,304.0,1042,1427,9,1.0,9,0,1,0,0
767,0,1.5,0,4.0,0,28,0.7,175,4,10.0,344.0,1517,527,10,6.0,15,0,1,0,0
1860,0,0.5,1,2.0,1,55,0.7,83,6,3.0,195.0,799,676,15,1.0,4,1,0,1,0
1933,0,2.8,1,1.0,0,16,0.5,154,3,9.0,229.0,1473,838,14,2.0,18,0,1,0,0
1195,1,1.1,1,2.0,1,8,0.9,80,6,6.0,327.0,1001,643,14,2.0,19,1,0,0,0
1330,1,1.8,1,1.0,0,40,0.5,177,1,5.0,194.0,892,2678,9,4.0,14,1,1,1,2
1368,0,3.0,1,10.0,0,50,0.2,97,7,18.0,698.0,829,2496,13,6.0,5,0,1,1,2
768,1,0.9,0,16.0,1,56,0.1,113,1,20.0,418.0,515,952,19,3.0,16,1,0,1,0
1349,0,2.0,1,15.0,0,62,0.3,114,5,16.0,592.0,772,2756,11,3.0,4,1,0,0,2
1283,1,1.6,1,4.0,0,47,0.9,93,5,5.0,372.0,692,2698,9,6.0,17,1,1,0,2
587,1,2.5,0,16.0,1,51,0.6,111,1,17.0,244.0,1361,2746,10,4.0,7,1,0,1,2
730,0,1.5,0,9.0,0,9,0.7,122,4,15.0,1371.0,1677,2787,10,8.0,7,1,0,1,2
1546,1,1.6,1,2.0,1,27,0.7,124,2,6.0,1138.0,1491,267,12,10.0,16,1,1,0,0
869,1,1.0,0,7.0,1,57,0.6,118,1,15.0,1243.0,1584,2727,13,3.0,8,1,0,0,2
1616,1,2.3,1,3.0,0,52,0.1,100,5,8.0,151.0,1133,657,7,3.0,2,1,1,0,0
671,0,2.9,0,7.0,1,2,0.1,95,6,19.0,614.0,1617,2278,13,4.0,2,1,0,0,2
1784,0,1.6,0,4.0,0,41,0.4,164,6,20.0,610.0,1437,2313,14,1.0,11,0,1,0,2
1799,1,0.5,0,2.0,0,49,0.4,107,4,2.0,632.0,1383,720,12,2.0,11,1,1,1,0
1698,0,2.8,0,10.0,1,7,0.8,131,8,12.0,26.0,508,2992,15,3.0,17,1,1,0,2
1796,0,1.6,1,5.0,0,7,0.1,101,4,6.0,667.0,798,1642,9,4.0,3,0,1,1,1
862,0,2.3,0,9.0,1,6,0.1,107,8,14.0,829.0,1977,3458,9,4.0,9,1,1,1,3
1170,1,0.9,0,6.0,1,14,0.4,199,2,13.0,474.0,709,715,18,5.0,20,1,0,1,0
947,1,0.5,0,1.0,1,51,0.1,144,2,15.0,193.0,887,2915,17,1.0,6,1,1,1,2
1127,1,2.9,1,5.0,1,57,0.8,163,1,13.0,928.0,1049,2048,11,5.0,17,1,1,1,1
654,1,1.3,0,7.0,1,52,0.7,196,4,4.0,1715.0,1898,1036,17,4.0,13,1,0,0,1
1702,1,0.5,1,8.0,0,2,0.6,185,6,19.0,921.0,1351,435,12,9.0,3,0,1,1,0
787,1,0.5,0,15.0,0,11,0.6,93,1,16.0,806.0,1423,2934,8,6.0,14,1,0,1,2
1469,0,2.1,0,10.0,0,8,0.7,123,7,15.0,398.0,1133,1052,8,1.0,3,0,1,0,0
664,1,1.1,1,1.0,1,51,0.1,110,7,4.0,701.0,1478,3629,19,15.0,6,1,1,1,3
721,0,0.5,1,6.0,1,6,0.4,194,4,9.0,1446.0,1988,530,8,4.0,8,1,0,1,0
1859,0,0.5,1,3.0,0,22,0.7,164,1,7.0,1004.0,1654,1067,17,1.0,10,1,0,0,1
1660,0,2.8,1,4.0,0,7,0.8,184,1,6.0,76.0,1165,1531,12,4.0,7,0,0,0,1
1414,0,2.6,0,1.0,0,27,0.6,137,4,20.0,804.0,1564,312,5,2.0,8,0,0,1,0
1772,1,1.6,0,17.0,1,45,0.5,159,2,18.0,837.0,1405,1146,6,1.0,17,1,1,0,1
636,0,0.5,0,8.0,1,28,0.9,152,2,15.0,148.0,742,2927,15,6.0,3,1,0,0,2
797,1,1.5,1,4.0,0,18,0.6,81,8,20.0,888.0,1466,2052,9,3.0,14,1,1,1,1
1144,1,1.5,1,9.0,0,21,0.4,189,1,11.0,159.0,724,3252,16,2.0,8,0,0,0,2
769,1,2.9,1,7.0,0,9,0.1,182,5,1.0,248.0,874,3946,5,2.0,7,0,0,0,3
1808,1,0.5,1,1.0,0,31,0.5,92,2,16.0,714.0,1208,2736,9,1.0,8,0,0,1,3
615,1,0.5,1,9.0,0,42,0.6,163,6,4.0,104.0,1664,2211,7,4.0,18,0,0,1,1
1981,1,1.9,1,13.0,0,45,0.3,175,6,18.0,193.0,1234,1380,10,1.0,13,0,1,0,1
1900,1,2.0,1,1.0,0,41,0.5,190,8,6.0,912.0,1596,850,5,1.0,4,1,1,1,1
1063,0,1.5,0,7.0,0,3,0.9,155,4,10.0,394.0,849,1919,12,10.0,20,1,1,0,1
1341,1,2.1,1,13.0,0,36,0.4,107,8,1.0,473.0,574,2200,18,14.0,15,0,1,0,1
1339,1,2.3,1,12.0,0,40,0.1,123,2,1.0,212.0,1269,2382,6,4.0,7,1,0,1,2
1461,0,2.4,1,3.0,1,40,0.5,141,7,4.0,1265.0,1298,3799,16,1.0,4,1,0,0,3
1672,1,1.7,1,1.0,1,44,0.5,172,8,4.0,1250.0,1435,1348,11,6.0,7,1,1,1,1
1794,1,0.5,1,5.0,1,55,0.5,86,7,7.0,43.0,627,402,14,7.0,14,1,0,1,0
955,0,0.5,1,4.0,0,43,0.9,143,5,8.0,1248.0,1511,1432,12,9.0,9,1,1,1,1
1322,0,1.7,1,6.0,0,7,0.8,140,3,9.0,177.0,1990,1418,19,17.0,12,0,1,0,1
595,0,0.9,1,7.0,1,23,0.1,121,3,17.0,441.0,810,3752,10,2.0,18,1,1,0,3
1991,1,2.7,0,5.0,1,64,0.9,145,2,13.0,1058.0,1325,1733,5,3.0,8,1,1,0,2
1762,1,2.7,1,13.0,1,25,0.9,189,1,14.0,300.0,527,1896,14,10.0,20,1,1,1,1
1310,0,1.4,0,2.0,0,33,0.4,105,1,14.0,806.0,1016,1301,13,12.0,19,0,0,1,1
1958,1,1.9,1,4.0,0,4,0.2,190,2,3.0,304.0,637,1409,16,5.0,3,0,0,0,1
1254,0,1.2,1,2.0,0,50,0.7,108,5,6.0,462.0,1013,3959,10,4.0,17,1,1,0,3
934,0,1.1,0,7.0,0,24,0.8,112,5,12.0,1111.0,1463,1017,12,7.0,9,0,0,1,0
891,0,1.9,1,1.0,1,18,0.1,153,6,3.0,40.0,1435,1303,17,16.0,4,1,1,1,0
1336,0,0.9,0,5.0,1,17,0.2,194,5,9.0,55.0,583,1869,13,1.0,16,1,1,1,1
1686,1,0.5,1,4.0,0,28,0.8,182,5,8.0,599.0,1073,780,11,10.0,5,0,0,0,0
1090,1,2.3,0,1.0,1,8,0.6,128,8,8.0,1217.0,1670,3839,17,3.0,11,1,0,1,3
696,0,0.5,0,6.0,0,51,0.3,197,3,8.0,649.0,907,2630,18,8.0,9,0,0,1,1
893,0,2.5,1,1.0,0,55,0.6,183,2,1.0,417.0,946,2986,7,1.0,6,0,1,1,2
625,1,1.2,1,5.0,1,10,0.2,183,4,8.0,635.0,842,3323,9,1.0,7,1,1,1,2
729,1,2.0,0,9.0,0,14,0.6,135,6,2.0,563.0,1055,3397,19,15.0,17,1,0,1,2
1053,0,2.9,0,7.0,0,42,0.9,126,6,17.0,419.0,1261,1339,17,15.0,14,0,0,1,0
888,0,2.6,1,2.0,1,33,0.4,198,2,17.0,327.0,1683,3407,12,1.0,20,1,0,0,3
680,1,2.1,1,9.0,1,9,0.1,131,3,11.0,1428.0,1500,2438,14,2.0,17,1,0,0,2
1330,0,0.5,0,8.0,0,38,1.0,183,7,1.0,1290.0,1441,1733,9,2.0,11,1,0,1,1
518,1,2.4,0,1.0,1,62,0.6,128,6,8.0,489.0,710,2514,16,12.0,7,1,1,1,1
1109,0,2.1,0,1.0,0,34,0.1,173,1,4.0,165.0,1103,2821,13,5.0,17,1,0,1,2
560,0,0.5,1,15.0,0,50,0.3,159,2,20.0,1448.0,1613,2150,18,12.0,11,1,1,0,2
947,0,0.8,1,2.0,1,22,0.1,197,2,13.0,1176.0,1220,2842,16,12.0,2,1,0,0,2
748,0,1.4,0,11.0,0,25,1.0,110,7,14.0,88.0,709,1974,17,5.0,13,0,1,1,1
1268,1,2.9,0,9.0,1,42,0.9,182,6,17.0,360.0,912,931,11,5.0,20,1,1,0,0
864,0,1.7,0,3.0,1,35,0.3,103,3,7.0,663.0,1805,1904,12,8.0,13,1,1,1,1
1845,1,0.5,1,10.0,0,61,0.3,96,1,12.0,292.0,695,1731,9,5.0,6,0,0,0,1
1899,1,0.6,0,2.0,0,26,0.1,151,2,17.0,96.0,814,336,13,11.0,4,1,0,1,0
1849,1,2.3,0,7.0,1,15,0.4,144,5,19.0,606.0,1123,3447,14,11.0,19,1,0,1,3
1928,1,1.8,0,9.0,1,19,1.0,187,3,20.0,691.0,1580,3777,7,2.0,13,1,1,1,3
1853,0,0.5,1,1.0,0,27,0.3,197,6,13.0,985.0,1005,1973,10,2.0,8,1,0,1,2
1171,1,1.7,1,2.0,0,19,0.3,167,7,19.0,248.0,755,263,6,5.0,8,0,0,0,0
1913,1,1.8,0,3.0,0,29,0.6,111,5,4.0,675.0,742,2023,17,13.0,8,1,1,0,2
713,0,0.9,1,7.0,0,42,0.1,94,1,14.0,1048.0,1123,928,12,10.0,9,0,0,1,0
1744,0,2.8,0,4.0,1,62,0.7,158,1,16.0,621.0,1558,345,10,6.0,14,1,0,0,0
730,0,2.1,1,9.0,1,4,0.1,89,8,2.0,302.0,1247,1210,19,15.0,4,1,1,1,0
1544,0,2.4,0,5.0,1,12,0.1,186,7,20.0,470.0,844,489,9,4.0,2,1,0,1,0
823,1,2.7,1,13.0,0,60,0.5,148,8,19.0,822.0,1449,905,14,11.0,17,1,1,1,0
683,1,2.1,0,7.0,0,30,0.1,197,7,8.0,927.0,1135,2066,9,2.0,15,0,0,0,1
1469,0,0.5,0,3.0,1,58,0.5,150,7,8.0,1699.0,1850,1571,17,16.0,2,1,0,0,2
